index,word,emoji1,emoji2,description
301,cereal,🥣,🌾,Bowl with Spoon and Ear of Rice evoke the core meaning or feeling behind 'cereal'
302,certain,✅,📌,White Heavy Check and Pushpin evoke the core meaning or feeling behind 'certain'
303,chair,🪑,🪑,Chair and Chair evoke the core meaning or feeling behind 'chair'
304,chalk,🏫,✏,School and Pencil evoke the core meaning or feeling behind 'chalk'
305,champion,🏆,👑,Trophy and Crown evoke the core meaning or feeling behind 'champion'
306,change,🔄,🧩,Anticlockwise Downwards and with Jigsaw Puzzle Piece together illustrate movement or relation, pointing to 'change'
307,chaos,🌪,🔀,Cloud with Tornado with Twisted Rightwards Arrows together illustrate movement or relation, pointing to 'chaos'
308,chapter,📖,📑,Open Book plus Bookmark Tabs form a recognizable group, reinforcing the idea of 'chapter'
309,charge,⚡,💳,High Voltage Sign plus Credit Card form a recognizable group, reinforcing the idea of 'charge'
310,chase,🏃,🐅,Runner plus Tiger form a recognizable group, reinforcing the idea of 'chase'
311,chat,💬,💬,Speech Balloon and Speech Balloon evoke the core meaning or feeling behind 'chat'
312,cheap,🏷,⬇,Label with Downwards Black Arrow together illustrate movement or relation, pointing to 'cheap'
313,check,✅,📋,White Heavy Check and Clipboard evoke the core meaning or feeling behind 'check'
314,cheese,🧀,🧀,Cheese Wedge and Cheese Wedge evoke the core meaning or feeling behind 'cheese'
315,chef,🍳,👩,Cooking and Woman evoke the core meaning or feeling behind 'chef'
316,cherry,🍒,🍒,Cherries and Cherries evoke the core meaning or feeling behind 'cherry'
317,chest,🧳,🧰,Luggage plus Toolbox form a recognizable group, reinforcing the idea of 'chest'
318,chicken,🐔,🐔,Chicken and Chicken evoke the core meaning or feeling behind 'chicken'
319,chief,👑,🏢,Crown and Office Building evoke the core meaning or feeling behind 'chief'
320,child,👶,👶,Baby and Baby evoke the core meaning or feeling behind 'child'
321,chimney,🏠,💨,House Building and Dash Symbol evoke the core meaning or feeling behind 'chimney'
322,choice,✅,🔀,White Heavy Check with Twisted Rightwards Arrows together illustrate movement or relation, pointing to 'choice'
323,choose,👉,✅,White Right Pointing with White Heavy Check together illustrate movement or relation, pointing to 'choose'
324,chronic,⏳,🩺,Hourglass with Flowing and Stethoscope evoke the core meaning or feeling behind 'chronic'
325,chuckle,😄,😄,Smiling Face with and Smiling Face with evoke the core meaning or feeling behind 'chuckle'
326,chunk,📦,🧱,Package and Brick evoke the core meaning or feeling behind 'chunk'
327,churn,🔄,📉,Anticlockwise Downwards and with Chart with Downwards together illustrate movement or relation, pointing to 'churn'
328,cigar,🚬,🚬,Smoking Symbol and Smoking Symbol evoke the core meaning or feeling behind 'cigar'
329,cinnamon,🪵,🌿,Wood and Herb evoke the core meaning or feeling behind 'cinnamon'
330,circle,🔵,📐,Large Blue Circle and Triangular Ruler evoke the core meaning or feeling behind 'circle'
331,citizen,🧑,🏛,Adult and Classical Building evoke the core meaning or feeling behind 'citizen'
332,city,🏙,🌃,Cityscape and Night with Stars evoke the core meaning or feeling behind 'city'
333,civil,🏛,🤝,Classical Building and Handshake evoke the core meaning or feeling behind 'civil'
334,claim,🏷️,☝️,Label with White Up Pointing together illustrate movement or relation, pointing to 'claim'
335,clap,👏,👏,Clapping Hands Sign and Clapping Hands Sign evoke the core meaning or feeling behind 'clap'
336,clarify,🔍,💬,Left-pointing Magnifying Glass with Speech Balloon together illustrate movement or relation, pointing to 'clarify'
337,claw,🐾,🔪,Paw Prints and Hocho evoke the core meaning or feeling behind 'claw'
338,clay,🧱,🌱,Brick and Seedling evoke the core meaning or feeling behind 'clay'
339,clean,🧼,✨,Bar of Soap and Sparkles evoke the core meaning or feeling behind 'clean'
340,clerk,🧑,📋,Adult and Clipboard evoke the core meaning or feeling behind 'clerk'
341,clever,🧠,💡,Brain plus Electric Light Bulb form a recognizable group, reinforcing the idea of 'clever'
342,click,🖱,🖱,Three Button Mouse plus Three Button Mouse form a recognizable group, reinforcing the idea of 'click'
343,client,🧑,💼,Adult and Briefcase evoke the core meaning or feeling behind 'client'
344,cliff,🏔,⬇,Snow Capped Mountain with Downwards Black Arrow together illustrate movement or relation, pointing to 'cliff'
345,climb,🧗,⬆,Person Climbing with Upwards Black Arrow together illustrate movement or relation, pointing to 'climb'
346,clinic,🏥,🩺,Hospital and Stethoscope evoke the core meaning or feeling behind 'clinic'
347,clip,🧷,📎,Safety Pin and Paperclip evoke the core meaning or feeling behind 'clip'
348,clock,⏰,⏰,Alarm Clock plus Alarm Clock form a recognizable group, reinforcing the idea of 'clock'
349,clog,🚫,🛁,No Entry Sign and Bathtub evoke the core meaning or feeling behind 'clog'
350,close,🚪,🔒,Door plus Lock form a recognizable group, reinforcing the idea of 'close'
351,cloth,🧵,🧻,Spool of Thread and Roll of Paper evoke the core meaning or feeling behind 'cloth'
352,cloud,☁,☁,Cloud plus Cloud form a recognizable group, reinforcing the idea of 'cloud'
353,clown,🤡,🤡,Clown Face and Clown Face evoke the core meaning or feeling behind 'clown'
354,club,🏑,🎉,Field Hockey Stick plus Party Popper form a recognizable group, reinforcing the idea of 'club'
355,clump,🌱,📦,Seedling and Package evoke the core meaning or feeling behind 'clump'
356,cluster,🌐,📦,Globe with Meridians and Package evoke the core meaning or feeling behind 'cluster'
357,clutch,✋,🔒,Raised Hand plus Lock form a recognizable group, reinforcing the idea of 'clutch'
358,coach,🧑,🎯,Adult and Direct Hit evoke the core meaning or feeling behind 'coach'
359,coast,🏖,🌊,Beach with Umbrella plus Water Wave form a recognizable group, reinforcing the idea of 'coast'
360,coconut,🥥,🥥,Coconut and Coconut evoke the core meaning or feeling behind 'coconut'
361,code,💻,🔐,Personal Computer plus Closed Lock with form a recognizable group, reinforcing the idea of 'code'
362,coffee,☕,☕,Hot Beverage and Hot Beverage evoke the core meaning or feeling behind 'coffee'
363,coil,🌀,🧵,Cyclone and Spool of Thread evoke the core meaning or feeling behind 'coil'
364,coin,🪙,🪙,Coin and Coin evoke the core meaning or feeling behind 'coin'
365,collect,📦,📚,Package plus Books form a recognizable group, reinforcing the idea of 'collect'
366,color,🎨,🎨,Artist Palette and Artist Palette evoke the core meaning or feeling behind 'color'
367,column,🏛,📏,Classical Building and Straight Ruler evoke the core meaning or feeling behind 'column'
368,combine,➕,🧩,Heavy Plus Sign and Jigsaw Puzzle Piece evoke the core meaning or feeling behind 'combine'
369,come,☝️,🏃,White Up Pointing with Runner together illustrate movement or relation, pointing to 'come'
370,comfort,🛋,😌,Couch and Lamp and Relieved Face evoke the core meaning or feeling behind 'comfort'
371,comic,🗯,📚,Right Anger Bubble with Books together illustrate movement or relation, pointing to 'comic'
372,common,👥,🎯,Busts in Silhouette and Direct Hit evoke the core meaning or feeling behind 'common'
373,company,🏢,👥,Office Building and Busts in Silhouette evoke the core meaning or feeling behind 'company'
374,concert,🎵,🎤,Musical Note and Microphone hint at sound or naming cues associated with 'concert'
375,conduct,🧑,⚖,Adult and Scales evoke the core meaning or feeling behind 'conduct'
376,confirm,✅,💬,White Heavy Check and Speech Balloon evoke the core meaning or feeling behind 'confirm'
377,congress,🏛,🏛,Classical Building and Classical Building evoke the core meaning or feeling behind 'congress'
378,connect,🔗,🤝,Link Symbol and Handshake evoke the core meaning or feeling behind 'connect'
379,consider,🤔,📖,Thinking Face plus Open Book form a recognizable group, reinforcing the idea of 'consider'
380,control,🎛,🎮,Control Knobs and Video Game evoke the core meaning or feeling behind 'control'
381,convince,🗣,💡,Speaking Head in and Electric Light Bulb evoke the core meaning or feeling behind 'convince'
382,cook,🍳,🍳,Cooking and Cooking evoke the core meaning or feeling behind 'cook'
383,cool,😎,❄,Smiling Face with plus Snowflake form a recognizable group, reinforcing the idea of 'cool'
384,copper,🟠,🪙,Large Orange Circle and Coin evoke the core meaning or feeling behind 'copper'
385,copy,📄,🎯,Page Facing Up with Direct Hit together illustrate movement or relation, pointing to 'copy'
386,coral,🪸,🌊,Coral plus Water Wave form a recognizable group, reinforcing the idea of 'coral'
387,core,🍏,🫒,Green Apple and Olive evoke the core meaning or feeling behind 'core'
388,corn,🌽,🌽,Ear of Maize and Ear of Maize evoke the core meaning or feeling behind 'corn'
389,correct,✅,✅,White Heavy Check and White Heavy Check evoke the core meaning or feeling behind 'correct'
390,cost,💵,💲,Banknote with Dollar and Heavy Dollar Sign hint at sound or naming cues associated with 'cost'
391,cotton,🧶,🌾,Ball of Yarn and Ear of Rice evoke the core meaning or feeling behind 'cotton'
392,couch,🛋,🛋,Couch and Lamp and Couch and Lamp evoke the core meaning or feeling behind 'couch'
393,country,🗺,🏴,World Map with Waving Black Flag together illustrate movement or relation, pointing to 'country'
394,couple,👥,✌,Busts in Silhouette and Victory Hand evoke the core meaning or feeling behind 'couple'
395,course,🛣,📚,Motorway plus Books form a recognizable group, reinforcing the idea of 'course'
396,cousin,🧑,🧑,Adult and Adult evoke the core meaning or feeling behind 'cousin'
397,cover,🛡,📄,Shield with Page Facing Up together illustrate movement or relation, pointing to 'cover'
398,coyote,🐺,🏜,Wolf Face and Desert evoke the core meaning or feeling behind 'coyote'
399,crack,💥,🪨,Collision Symbol and Rock evoke the core meaning or feeling behind 'crack'
400,cradle,🧺,👶,Basket and Baby evoke the core meaning or feeling behind 'cradle'
401,craft,🧰,🧵,Toolbox plus Spool of Thread form a recognizable group, reinforcing the idea of 'craft'
402,cram,🧠,📚,Brain plus Books form a recognizable group, reinforcing the idea of 'cram'
403,crane,🏗,🪜,Building Construction and Ladder evoke the core meaning or feeling behind 'crane'
404,crash,💥,🚗,Collision Symbol and Automobile evoke the core meaning or feeling behind 'crash'
405,crater,🌋,🕳,Volcano and Hole evoke the core meaning or feeling behind 'crater'
406,crawl,🐛,➡,Bug with Black Rightwards Arrow together illustrate movement or relation, pointing to 'crawl'
407,crazy,🤪,🤯,Grinning Face with and Shocked Face with evoke the core meaning or feeling behind 'crazy'
408,cream,🍦,🍦,Soft Ice Cream and Soft Ice Cream evoke the core meaning or feeling behind 'cream'
409,credit,💳,📈,Credit Card with Chart with Upwards together illustrate movement or relation, pointing to 'credit'
410,creek,🏞,🌊,National Park plus Water Wave form a recognizable group, reinforcing the idea of 'creek'
411,crew,👥,🚢,Busts in Silhouette and Ship evoke the core meaning or feeling behind 'crew'
412,cricket,🦗,🏏,Cricket and Cricket Bat and evoke the core meaning or feeling behind 'cricket'
413,crime,🚫,🚨,No Entry Sign and Police Cars Revolving evoke the core meaning or feeling behind 'crime'
414,crisp,❄,🍎,Snowflake plus Red Apple form a recognizable group, reinforcing the idea of 'crisp'
415,critic,🧑,📝,Adult and Memo evoke the core meaning or feeling behind 'critic'
416,crop,🌾,🌽,Ear of Rice and Ear of Maize evoke the core meaning or feeling behind 'crop'
417,cross,➕,✝,Heavy Plus Sign with Latin Cross together illustrate movement or relation, pointing to 'cross'
418,crouch,🛋️,🛋️,Couch and Lamp and Couch and Lamp evoke the core meaning or feeling behind 'crouch'
419,crowd,🏟️,👥,Stadium and Busts in Silhouette evoke the core meaning or feeling behind 'crowd'
420,crucial,📌,❗,Pushpin and Heavy Exclamation Mark evoke the core meaning or feeling behind 'crucial'
421,cruel,😡,💔,Pouting Face and Broken Heart evoke the core meaning or feeling behind 'cruel'
422,cruise,🚢,🌊,Ship plus Water Wave form a recognizable group, reinforcing the idea of 'cruise'
423,crumble,🧱,💥,Brick and Collision Symbol evoke the core meaning or feeling behind 'crumble'
424,crunch,😬,🍪,Grimacing Face and Cookie evoke the core meaning or feeling behind 'crunch'
425,crush,💔,🔨,Broken Heart plus Hammer form a recognizable group, reinforcing the idea of 'crush'
426,cry,😢,😢,Crying Face and Crying Face evoke the core meaning or feeling behind 'cry'
427,crystal,🔷,💎,Large Blue Diamond and Gem Stone evoke the core meaning or feeling behind 'crystal'
428,cube,🧊,📐,Ice Cube and Triangular Ruler evoke the core meaning or feeling behind 'cube'
429,culture,🏛,🎭,Classical Building and Performing Arts evoke the core meaning or feeling behind 'culture'
430,cup,🥤,🥤,Cup with Straw with Cup with Straw together illustrate movement or relation, pointing to 'cup'
431,cupboard,🚪,🧂,Door and Salt Shaker evoke the core meaning or feeling behind 'cupboard'
432,curious,🤔,🔍,Thinking Face with Left-pointing Magnifying Glass together illustrate movement or relation, pointing to 'curious'
433,current,🔌,🌊,Electric Plug plus Water Wave form a recognizable group, reinforcing the idea of 'current'
434,curtain,🧵,🚪,Spool of Thread and Door evoke the core meaning or feeling behind 'curtain'
